Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
Afghanistan,1.6217623010351567,Developing,-0.4444479243624771,0.7915863161372273,0.26882377510289057,-1.1729584018986519,-0.33557031172637525,-0.7058607757441233,-0.11038437249132538,-0.9673487432471953,0.25535912366021274,-3.2794225352523183,0.9853240105554093,-0.7329517381766059,-0.3234448000817086,-0.8147961897996965,0.3899751071815631,2.708883930435938,2.7376582895098296,-0.7379734118649457,-0.5799307226779374
Afghanistan,1.4049862482398328,Developing,-0.9809499505309743,0.8560716672855837,0.2857863783534794,-1.1729584018986519,-0.3344413196904387,-0.83870400396363,-0.16812370772244872,-0.9924340559731321,0.2740602388458842,-1.0536989454036347,0.9940612732726858,-0.8598765017909258,-0.3234448000817086,-0.8097144323637311,-0.23093564076593193,2.708883930435938,2.7376582895098296,-0.752600088333354,-0.6105696137856246
Afghanistan,1.1882101954445088,Developing,-0.9809499505309743,0.8318896606049501,0.30274898160406827,-1.1729584018986519,-0.3345944403160823,-0.7501418518172922,-0.17353131917914003,-1.0175193686990687,0.2927613540315556,-0.8824894384921976,0.9722181164794945,-0.7752599927147125,-0.3234448000817086,-0.8063104646946369,0.35271542051623184,2.708883930435938,2.7376582895098296,-0.7818534412701706,-0.6412085048933118
Afghanistan,0.9714341426491849,Developing,-1.0230285408186994,0.8641323361791282,0.32819288647995154,-1.1729584018986519,-0.3320964370773485,-0.6172986235977856,0.03204513571475379,-1.0426046814250052,0.31769617427911756,-0.6684775548529012,1.142594739466389,-0.6483352291003927,-0.3234448000817086,-0.7994816035402826,-0.1683151707465449,2.708883930435938,2.7376582895098296,-0.8159823530297897,-0.6718473960009991
Afghanistan,0.754658089853861,Developing,-1.054587483534493,0.888314342859762,0.3451554897305404,-1.1729584018986519,-0.36786215776366954,-0.5730175475246168,0.05175675166978986,-1.0626729316057546,0.3426309945266795,-0.6256751781250418,0.8586337011548978,-0.606026974562286,-0.3234448000817086,-0.9078494127372112,-0.18166600432007804,2.708883930435938,2.7376582895098296,-0.8598623824350146,-0.7637640693240613
Afghanistan,0.5378820370585369,Developing,-1.096666073822219,0.9205570184339401,0.37059939460642366,-1.1729584018986519,-0.3313441882727278,-0.6615796996709544,-0.0375560569052408,-1.0877582443316913,0.3737995198361319,-0.7112799315807604,1.439661671853795,-0.6906434836384993,-0.3234448000817086,-0.8203234412426925,-0.18343962551726417,2.708883930435938,2.7376582895098296,-0.8891157353718312,-0.8556807426471236
Afghanistan,0.32110598426321296,Developing,-1.1177053689660812,0.9366783562210292,0.39604329948230693,-1.1729584018986519,-0.342874386143724,-0.7944229278904611,0.03849938164693374,-1.1128435570576278,0.39873434008369385,-0.8396870617643383,1.5357715617438383,-0.8175682472528192,-0.3234448000817086,-0.8395222328415514,-0.23173946852181565,2.708883930435938,2.7376582895098296,-0.9573735588910699,-0.9475974159701852
Afghanistan,0.10432993146788898,Developing,-1.1703036068257378,0.9850423695822966,0.4214872043581902,-1.1678506555233434,-0.3584150665528864,-0.7501418518172922,-0.07157167735862162,-1.1379288697835646,0.4236691603312557,-0.796884685036479,1.0595907436522607,-0.7752599927147125,-0.3234448000817086,-0.8524837622886676,-0.18629683723210408,2.708883930435938,2.7376582895098296,-0.9622491177138727,-1.0088751981855602
Afghanistan,-0.112446121327435,Developing,-1.233421492257326,1.049527720730653,0.43844980760877905,-1.1704045287109979,-0.365943717270008,-0.7944229278904611,-0.11151822650643807,-1.163014182509501,0.44237027551692715,-0.8396870617643383,0.3606097262701286,-0.8175682472528192,-0.3234448000817086,-0.853113738416105,0.25765414162652567,2.708883930435938,2.7376582895098296,-1.0500091765243225,-1.100791871508622
Afghanistan,-0.329222174122759,Developing,-1.2544607874011888,1.049527720730653,0.4554124108593679,-1.1678506555233434,-0.36279346797279566,-0.7501418518172922,-0.03746883736561675,-1.1880994952354378,0.4610713907025986,-1.0536989454036347,0.6664139213748111,-1.0291095199433522,-0.3234448000817086,-0.8704962878109748,-0.18890036119711595,2.708883930435938,2.7376582895098296,-1.0987647647523497,-1.192708544831684
Afghanistan,-0.545998226918083,Developing,-1.2544607874011888,1.0172850451564748,0.46389371248466227,-1.1704045287109979,-0.3707342288101815,-0.6615796996709544,-0.0979991978647098,-1.2131848079613743,0.47353880082637956,-1.0536989454036347,1.2212301039218785,-1.0291095199433522,-0.3234448000817086,-0.9146834699807987,-0.23223258918600523,2.708883930435938,2.7376582895098296,-1.1426447941575748,-1.2539863270470586
Afghanistan,-0.7627742797134069,Developing,-1.2860197301169825,1.033406382943564,0.4808563157352511,-1.1704045287109979,-0.3637370548298105,-0.6172986235977856,-0.1703914157526741,-1.2332530581421235,0.4860062109501605,-3.3222249119801774,1.2605477861496235,-3.271447010463003,-0.3234448000817086,-0.8800428948259486,0.21123182957808256,2.708883930435938,2.7376582895098296,-1.2157781764996163,-1.5910141292316196
Afghanistan,-0.9795503325087309,Developing,-1.317578672832776,1.049527720730653,0.4808563157352511,-1.1729584018986519,-0.3658537097918803,-0.7058607757441233,-0.1414345285974884,-1.253321308322873,0.4984736210739415,-1.7813393497772427,1.273653680225539,-1.7483498470911647,-0.3234448000817086,-0.8836906718775651,-0.1930726233004052,2.708883930435938,2.7376582895098296,-1.2547826470820382,-1.6829308025546814
Afghanistan,-1.1963263853040549,Developing,-1.3701769106924326,-1.3041875961843574,0.48933761736054554,-1.1729584018986519,-0.36293643937408787,-0.7501418518172922,0.0057920542879137255,-1.2733895585036221,0.4984736210739415,-1.9953512334165393,0.8105787562098761,-1.959891119781698,-0.3234448000817086,-0.8856353956442552,0.17147708207653037,2.708883930435938,-0.6353700237746254,-1.4108005294117265,-1.7748474758777433
Afghanistan,-1.4131024380993789,Developing,-1.464853738839815,1.2188017674950888,0.48933761736054554,-1.1729584018986519,-0.3661124794670394,-0.7944229278904611,0.5531818849684728,-1.2934578086843713,0.4984736210739415,-2.0381536101443984,0.8280532816444294,-2.0868158833960178,-0.3234448000817086,-0.8982067843177388,-0.1818915541026358,-0.6629994893772954,-0.5850263176062007,-1.4156760882345294,-1.8667641492008054
Afghanistan,-1.6298784908947028,Developing,-1.5174519766994716,1.2591051119628116,0.48933761736054554,-1.1729584018986519,-0.3661878316351795,-0.83870400396363,0.35868231160683367,-1.3135260588651207,0.4984736210739415,-2.5089797541508507,1.0027985359899623,-2.4675901742389774,-0.3234448000817086,-0.8987316238016181,-0.2315643031707439,-0.6121031358706807,-0.5598544645219883,-1.425427205880135,-1.9893197136315548
Albania,1.6217623010351567,Developing,0.902066964844731,-0.7318801047426939,-0.2570169256653636,-0.0007306087654186514,-0.18780462704826756,0.7996958107436184,-0.21103572121748299,0.9842885868306733,-0.2620383964766972,0.7011985004385963,0.0416996370895305,0.7055289161190191,-0.3234448000817086,-0.21258146882420864,-0.2364872022357771,-0.8920330801570622,-0.8619167015325366,0.6418097349882358,0.6762638127372433
Albania,1.4049862482398328,Developing,0.8705080221289374,-1.2638842517166347,-0.2570169256653636,-0.02371546745430554,-0.15571839665053863,0.7554147346704495,-0.21103572121748299,0.9441520864691748,-0.2558046914148067,0.658396123710737,-0.010723939214129476,0.6632206615809125,-0.3234448000817086,-0.10151274827303987,-0.2316542926274961,-0.8920330801570622,-0.8619167015325366,0.636934176165433,0.6762638127372433
Albania,1.1882101954445088,Developing,0.8389490794131438,-0.6512734158072484,-0.2570169256653636,0.04013136223704703,-0.15464779047241958,0.7996958107436184,-0.21103572121748299,0.9090326486528634,-0.2558046914148067,0.7011985004385963,-0.10683382910417256,0.7055289161190191,-0.3234448000817086,-0.13029077538084627,-0.2316416918733288,-0.8665849034037548,-0.8367448484483242,0.6271830585198275,0.6762638127372433
Albania,0.9714341426491849,Developing,0.80739013669735,-0.6351520780201593,-0.2570169256653636,0.13717854336790292,-0.16392221187460096,0.7996958107436184,-0.2102507453608665,0.873913210836552,-0.2558046914148067,0.7011985004385963,-0.137414248614641,0.7055289161190191,-0.3234448000817086,-0.16015317667405468,-0.23696915320490097,-0.8665849034037548,-0.8367448484483242,0.5930541467602082,0.6762638127372433
Albania,0.754658089853861,Developing,0.775831193981555,-0.6190307402330701,-0.2570169256653636,0.19591762668394738,-0.1515358994619435,0.7996958107436184,-0.2085935741080095,0.8387937730202409,-0.2558046914148067,0.7011985004385963,-0.08499067231098101,0.7055289161190191,-0.3234448000817086,-0.12627796152994047,-0.2315375590922089,-0.8411367266504474,-0.8115729953641119,0.5247963232409695,0.4005137927680577
Albania,0.5378820370585369,Developing,0.7337526036938306,-0.5948487335524365,-0.2485356240400692,0.1729327679950605,-0.35039080601097605,0.7996958107436184,-0.21016352582124245,0.7986572726587422,-0.2558046914148067,0.7011985004385963,-0.24663003258059918,0.7055289161190191,-0.3234448000817086,-0.8308614227907565,-0.23160955809168393,-0.8411367266504474,-0.8115729953641119,0.4614140585445335,0.15540266390655882
Albania,0.32110598426321296,Developing,0.7232329561218983,-0.5948487335524365,-0.2485356240400692,0.30318030056541967,-0.19631714309181733,0.7554147346704495,-0.21103572121748299,0.7585207722972437,-0.2558046914148067,0.658396123710737,-0.05004162144187436,0.6632206615809125,-0.3234448000817086,-0.1840057184110567,-0.18261533547474595,-0.8156885498971399,-0.7864011422798995,0.44191182325332246,0.06348599058349659
Albania,0.10432993146788898,Developing,0.6390757755464481,-1.3203089339714467,-0.2485356240400692,0.2572105831876459,-0.35300740400962327,0.7996958107436184,-0.21103572121748299,0.7133672093905579,-0.2558046914148067,0.7011985004385963,-0.01509257057276771,0.7055289161190191,-0.3234448000817086,-0.8410150335507374,-0.18224744177453744,-0.7902403731438324,-0.7864011422798995,0.40290735267090033,0.0022082083681221314
Albania,-0.112446121327435,Developing,0.7021936609780369,-1.2558235828230901,-0.2485356240400692,0.24954896362468354,-0.3552088368247451,0.7554147346704495,-0.2091168913457538,0.668213646483872,-0.2558046914148067,0.7011985004385963,0.08538595067591362,0.6632206615809125,-0.3234448000817086,-0.8543108427073077,-0.23647151634120897,-0.7902403731438324,-0.7612292891956871,0.35415176444287266,-0.12034735606262732
Albania,-0.329222174122759,Developing,0.5233596522552042,-0.5303633824040801,-0.2485356240400692,0.18059438755802265,-0.36977149532527626,0.7554147346704495,-0.20510479252304736,-1.6346180617571096,-0.2558046914148067,0.6155937469828777,-0.019461201931405943,0.6209124070428059,-0.3234448000817086,-0.9129259212064966,-0.181406778185675,-0.7647921963905251,-0.7360574361114749,0.3200228526832533,-0.18162513827800178
Albania,-0.545998226918083,Developing,0.44972211925168476,-1.2074595694618229,-0.2485356240400692,0.14228628974321123,-0.3578519707124582,0.7554147346704495,-0.21051240397973867,0.5779065206705001,-0.2558046914148067,0.6155937469828777,0.09412321339319048,0.6632206615809125,-0.3234448000817086,-0.8693205891464963,-0.23123476928853137,-0.7393440196372177,-0.7360574361114749,0.2663917056324234,-0.3654584849241257
Albania,-0.7627742797134069,Developing,0.39712388139202814,-1.1913382316747336,-0.2485356240400692,-0.01605384789134317,-0.2598181708693773,0.7996958107436184,-0.2104251844401146,0.5277358952186267,-0.2558046914148067,0.658396123710737,0.2077076287177869,0.6209124070428059,-0.3234448000817086,-0.4873582706520509,-0.2309475910386894,-0.7393440196372177,-0.7108855830272625,0.24688947034121236,-0.33481959381643844
Albania,-0.9795503325087309,Developing,0.3760845862481652,-1.1832775627811891,-0.2485356240400692,-0.07990067758269574,-0.3640272462285733,0.7111336585972806,-0.21033796490049056,0.47756526976675356,-0.2558046914148067,0.6155937469828777,0.15965268377276515,0.6209124070428059,-0.3234448000817086,-0.8853073719496828,-0.2307119866720542,-0.7138958428839103,-0.6857137299430501,0.212760558581593,-0.3960973760318135
